Folio,Topic Heading,Source (original),Text (original),Source (standardized),Text (standardized),Citation,STC number,Notes
10-8v,friendship,,"There are three Grounds of frindship 
Vertue: Pleasur: Profitt: 
that which is grounded on the 
best must needs bee Surest and 
Last longest",,"For whereas there are  three grounds of friendship, vertue, plea|sure, profit, and by all confessions, that is the surest which is vpon ver|tue, it must needs follow, that what is grounded on the best, & most hea|uenly vertue, must be the fastest","Hall, Joseph, ""49"" Meditations and vowes, diuine and morall. Seruing for direction in Christian and ciuill practise. Deuided into two bookes. By Ios. Hall. (London, 1605), p. 168.",STC 12679.5 ,
10-8v,friendship,,"Similitude of disposition & Estates 
tyes ye fastest knots of friendship",,Similitude of dispositions and estates tyes the fastest knots of affection,"Hall, Joseph, ""IONATHANS Loue, and SAVLS Enuy,"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625), p. 1086",STC 12635b,
10-8v,friendship,,"A poore man may find a Rich 
Benifactor, hardly a Rich friend",,,Source currently unknown,,
10-8v,friendship,,"Arristotell being demanded what 
a friend was made Answer 
one Soule in tow Bodies",,,Source currently unknown,,
10-8v,friendship,,"Prosperity is the tyme to Gelt 
friends: And Aduersity to make 
proofe of them",,,Source currently unknown,,
11-1r,friendship,,"Make not a friend Vnaduisedly 
haueing made one, Reiect him 
Not Rashly",,,Source currently unknown,,
11-1r,friendship,,"Its a happines to haue friends: But 
its a greater happines not to 
Stand in Neede of them",,IT is a happinesse to haue Friends: but a greater happinesse not to stand in need of them,"Goldwell, Charles, ""My Friend,"" Reasons metaphorphosis, and restauration Whereunto are annexed two other treatises. viz. 1. Choyce and applications. 2. My friend, (London 1621), p.1",STC 11988,
11-1r,friendship,,"The greatest Comforte of this Life 
is the fruition of friendship",,"The greatest comfort of our life, is the fruition of friendship","Hall, Joseph, ""The LEVITES Concubine"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625)",STC 12635b,
11-1r,friendship,,"freindship is so brittle that hee 
which Semes to loue to day may 
hate to morrow",,"Friendship is brittle stuffe. How know I, whether he that loues me, may not hate mee hereafter?","Hall, Joseph, ""To All Readers"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625), p. 402.",STC 12635b ,Jumbled wording
11-1r,friendship,,"So vse your friends as thos yt should
be perpetuall: but may be Changable",,"So vse your friends, as those which should be perpetuall, may be changeable","Hall, Joseph, ""To All Readers"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625), p. 402.",STC 12635b ,
11-1r,friendship,,"A trwe friend is the Comfort of 
Missery: the Guid of difficulty: the 
Joy of life ye treasur of the Earth",,"He is the comfort of miseries, the guide of difficulties, the ioy of life, the treasure of earth","Hall, Joseph, ""Of the true Friend"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke  (London, 1625), p. 179.",STC 12654 ,"Changed ""he"" to ""A true friend"" possibly to add context"
11-1v,freindship,,"Trwe frindship Necessarily requir 
patienc. for ther is noe man in whom 
wee may not dislike somthing",,"True Friendship ne|cessarily  [H] requires Pati|ence, for there is no man in whom I shall not mis|like somewhat","Hall, Joseph, ""57"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625).",STC 12635b ,
11-1v,freindship,,"A Good Sure friend is a better helpe 
at a pinch: then all the stratigems 
and pollicies of a mans owne witt",,"That a [H] good sure friend is a better helpe at a pinch, then all the stratagems and pollicies of a mans owne wit.","Bacon, Francis, ""Quod ex pluribus constat et diuisibi|lius est maius quam quod ex paucioribus et magis vnum: nam omnia per partes considerata maiora videntur; quare et pluralitas partium magnitudinem prae se fert; fortius autem operatur plurali|tas partium si ordo absit, nam inducit similitudinem infiniti et impedit com|prehensionem"" Essayes Religious meditations. Places of perswasion and disswasion. Seene and allowed (London, 1597), p. 23",STC 1137,
11-1v,freindship,,"It is friendship when a man Can say 
to himselfe I loue this man without 
any respect of Vtillity: I am 
open harted to him. I Single him 
from the Generallity of those with 
whome I liue, I make him A 
portion of my owne wishes",,"It is Friendship,when a man can say to himself, I love this man, without respect of Utility: I am open hearted to him; I single him from the generallity of those with whom I live; I make him a por|tion of my own Wishes","Bacon, Francis, ""Of Friendship,"" The essayes or counsels, ciuill and morall, of Francis Lo. Verulam, Viscount St. Alban (London, 1625)",STC 1148,"Also found in Leeds, Daniel, ""Of Friendship,"" The temple of vvisdom for the little world in two parts, (London 1688), p.5: ""It is Friendship, when a man can say to himself, I love this man, without respect of Utility: I am open hearted to him; I single him from the generallity of those with whom I live; I make him a por∣tion of my own Wishes."";       partial quote also in Richard Brathwaite's 1630 The English gentleman: ""Wheras it is friendship, when a man can say to himselfe, I love this man without respect of utilitie"" (p.243)"
11-1v,freindship,,"friendship in Courte is like those
 Apoticaries Druges that bee hoot 
in the mouth & Cold in operation 
its quick to promis but Slooe to 
performe",,"Friendship in Court is like Musick at a feast, a man hath nothing but a sweet sound for his money: Or rather it is like those Apothecary drugs, that are hot in the mouth, but cold in operation","Dallington, Robert, ""XVII"" Aphorismes ciuill and militarie amplified with authorities, and exemplified with historie, out of the first quarterne of Fr. Guicciardine (London, 1613",STC 6197 ," Also found in Hibbert, Henry, ""Hypocrisie,"" Syntagma theologicum, or, A treatise wherein is concisely comprehended, the body of divinity, and the fundamentals of religion orderly discussed, (London 1662), p.130: Friendship in Court is like Musick at a feast, a man hath nothing but a sweet sound for his money: Or rather it is like those Apothecary drugs, that are hot in the mouth, but cold in operation:"
11-2r,friendship,,"friendship once broken is hardly 
peeced, and peced Enmity is 
Neuer Surly Sodered",,"Friendship once broken is hardly peeced, and peeced Emnitie neuer surely sodred","Sutton, Edward, ""A CAVTION FOR THE CREDVLOVS"" Anthropophagus: or, a caution for the credulous. A morall discourse vpon the 25. verse of the 26. chapter of the Prouerbs of Solomon. Written by E.S.B. of D. and sometimes fellow of S.l.C. in C (1623) p. 8",STC 23495.5 ,
11-2v,Charity or Loue,,"There are three things wee may 
Loue without Exception, God: 
our Neighbour: & our Soules",,"There be these three things that I may loue without exception, God, my neighbour, my soule","Hall, Joseph, ""MEDITATIONS AND VOWES"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625), p.51",STC 12635b ,
11-2v,Charity or Loue,,"He Cannot bee Good to another 
that is not Good to himselfe",,"no man being good to other, that is not good in him|selfe.","Sidney, Philip, ""The Epitaph"" The Countesse of Pembrokes Arcadia. Written by Sir Philip Sidney Knight. Now since the first edition augmented and ended (London, 1593), p. 100",STC 22540,
11-2v,Charity or Loue,,"Every on first loues himselfe and 
then those meanes which in Som 
Sort Concerne the being or Conseruation 
of himselfe",,,Source currently unknown,,"Also found in Ball, John, ""CHAP. III,"" The power of godlines [sic] both doctrinally and practically handled wherein the nature, comprehensiveness, parts and properties of a godly life are discovered by Scripture-evidence, and authority (London, 1657) p. 198: ""because every one first loveth himself, and then all those meanes, which in some sort concerne the being or conservation of himself"""
11-2v,Charity or Loue,,"Great is the powre of Loue, which 
in a Sorte can vndo euils past, 
if not for ye act yet for ye Remembranc",,"Great is the power of loue, which can in a sort vndoe euills past, if not for the act, yet for the remembrance","Hall, Joseph. ""The Levites Concubine"" Contemplations vpon the principal passages of the holie historie. The third volume: in three bookes. By I. Hall, Doctor of Diuinitie (1615), p. 314.",STC 12654 ,
11-2v,Charity or Loue,,"Where True Affetion is once Conceived
its Eaisily pocest again after the 
strongest Interuption",,"Where true affection was once conceiued, it is easily pieced a|gaine, after the strongest interruption","Hall, Joseph, ""CONTEMPLATIONS. THE ELEVENTH BOOKE. The Leuites Concubine,"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625), p.946",STC 12635b ,
11-3r,Charity or Loue,,"In this Age Zeale hath Drownd 
Charity and Skill Meeknes",,"The state of this present age, wherein zeale hath drowned charitie, & skill meeknes","Hooker, Richard, ""The Fourth Booke,""  Of the lavves of ecclesiasticall politie eight bookes, (London, 1604), p.168",STC (13713 ,
11-3v,Liberality Almes,,"Liberality keepes the mid way 
betwene Couetiousnes & Prodigality",,Liberality keeps the mid-way betwixt Couetousnes and Prodigality,"Mexia, Pedro, The treasurie of auncient and moderne times· Containing the learned collections, iudicious readings, and memorable obseruations: not onely diuine, morrall and phylosophicall. But also poeticall, martiall, politicall, historicall, astrologicall, &c.  (London, 1613), p. 792",STC 17936,
11-3v,Liberality Almes,,"Thats a Good turne or a fauour which 
tends only to the profit of him that 
receiues it. but when hee that doth 
it lookes for som Com̄odity therby 
the fauour Looseth the Name",,"That is a good turne or a fauour which tendeth onlie to the profit of him that receiueth it; but when he that doth it, looketh also for some commoditie thereby, the fauour loseth both his force and name","Le Sylvain, ""Simons Answere"" The orator handling a hundred seuerall discourses, in forme of declamations: some of the arguments being drawne from Titus Liuius and other ancient vvriters, the rest of the authors owne inuention: part of which are of matters happened in our age (London, 1596), p. 189",STC 4182,
11-3v,Liberality Almes,,"Speed in bestowing doubles ye Guift 
and many tymes the defering a 
benifit Looseth the thanks",,"Speed in bestowing, doubles a gift; a benefit deferred, loses the thanks","Hall, Joseph. ""THE RESCVE of Gibeon"" Contemplations vpon the principal passages of the holie historie. The third volume: in three bookes. By I. Hall, Doctor of Diuinitie (1615), p. 9.",STC 12654,
11-3v,Liberality Almes,,"Theres no such Certaine way of 
Increase as to Lend or Giue to the 
owner of all things",,"There is no so certaine way of increase, as to lend, or giue vnto the Ow|ner of all things","Hall, Joseph, ""ELY and ANNA,"" The vvorks of Ioseph Hall Doctor in Diuinitie, and Deane of Worcester With a table newly added to the whole worke (London, 1625), p.962",STC 12635b ,
11-3v,Liberality Almes,,"Defer not Charity till Death, for 
if it bee rightly weighed hee that 
doth so. is Rather Liberall of an 
other Mans then his owne",,"Deferre not Charities till Death: For certainly, if a Man weigh it rightly, he that doth so, is rather Liberall of an Other Mans, then of his Owne.","Bacon, Francis, ""Of Riches XXXIIII"" The essayes or counsels, ciuill and morall, of Francis Lo. Verulam, Viscount St. Alban (London, 1625), p. 211",STC 1148,
11-4v,Courtisy Gentlenes Meknes,,"Courtisy is a Vertue beyond Enuy 
an aduantage wthout hazard of Losse",,"To be curteous, as it is a [H] vertue beyond Enuy, so is it an aduantage without losse","Smith, Thomas, Sir Thomas Smithes voiage and entertainment in Rushia With the tragicall ends of two emperors, and one empresse, within one moneth during his being there: and the miraculous preseruation of the now raigning emperor, esteemed dead for 18. yeares, (London 1605), p.11",STC 22869,Jumbled wording
11-4v,Courtisy Gentlenes Meknes,,"Discourtisy then trencheth most 
deepe. when it is betwene them that 
that Should most dearly Loue",,"discourtesie then trencheth most deep, when it is betweene those who should most dearely loue.","Hayward, John Sir, ""King Henry the First"" The liues of the III. Normans, Kings of England William the first. William the second. Henrie the first. Written by I.H. (London, 1613), p. 251.",STC 13000,
